Year,Month,Day,Country,Region,city,latitude,longitude,AttackType,Killed,Wounded,Group,Target_type,Sub_Target,success,suicide,Weapon_type,Sub_Weapon_type,Motive,Summary,addnotes,Total_num,casualities
2011,9,13,Afghanistan,South Asia,Kabul,34.533056,69.166111,Bombing/Explosion,1.0,0.0,Haqqani Network,Airports & Aircraft,Airport,0,1,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),The specific motive for the attack is unknown.,"09/13/2011: On Tuesday, in Kabul city, Kabul province, Afghanistan, in one of three related attacks, a suicide bomber was fired on and killed by Afghan police during a purported attempt to attack Kabul International Airport. The attack was part of a coordinated series of attacks by suspected Taliban militants around Kabul city that day. Police recovered seven kilograms of explosives from the dead militant. There were no other casualties and no damage was caused. The Taliban claimed responsibility for the attack in a statement later that day, but several Afghan and International Security Assistance Force intelligence officials attributed the attack to the Haqqani Network.",,1.0,1
2011,9,14,Russia,Eastern Europe,Argun,43.3,45.866667,Bombing/Explosion,0.0,0.0,Caucasus Emirate,Religious Figures/Institutions,Place of Worship,0,0,Explosives/Bombs/Dynamite,Vehicle,The specific motive for the attack is unknown.,"09/14/2011: On Wednesday, in Argun, Chechnya, Russia, security forces discovered and defused a vehicle-borne improvised explosive device (VBIED) that was emplaced by suspected Chechen Rebel Groups' militants of Caucasus Emirate. The VBIED was placed outside of a mosque ran by an imam who spoke publicly against religious extremism. No damages or casualties resulted from the incident and Chechen rebel groups were suspected to be responsible.",,0.0,0
2011,9,20,Pakistan,South Asia,Quetta,30.182125,67.000517,Armed Assault,26.0,30.0,Lashkar-e-Jhangvi,Transportation,Bus (excluding tourists),1,0,Firearms,Unknown Gun Type,The specific motive for the attack is unknown.,"09/20/2011: On Tuesday afternoon around 1600, on Saryab Road in Quetta, Balochistan, Pakistan, several unidentified gunmen stopped a passenger bus carrying 60 Shia Muslims headed for Iran. The gunmen took the passengers off of the bus and lined them up before they began shooting. Twenty-six people were killed and 30 others injured. The Lashkar-e-Jhangvi (LeJ) claimed responsibility for the attack.",,56.0,1
2011,9,23,Pakistan,South Asia,Quetta,30.182125,67.000517,Armed Assault,3.0,3.0,Lashkar-e-Jhangvi,Private Citizens & Property,Unnamed Civilian/Unspecified,1,0,Firearms,Automatic Weapon,The specific motive for the attack is unknown.,"09/23/2011: On Friday afternoon at 1600, on Sibi Road in the Saryab area of Quetta, Balochistan, Pakistan, several unidentified gunmen on motorcycles stopped a passenger van carrying 20 Shia Muslims headed to a coalmine field in Mach. The gunmen took some of the passengers off of the van and opened fire on them with Kalashnikov rifles before fleeing the scene. The van was damaged from bullets. Three coalmine workers and residents of Hazara town were killed. Three others, including a child, were injured. The Lashkar-e-Jhangvi (LeJ) claimed responsibility for the attack.",,6.0,1
2011,10,4,Pakistan,South Asia,Quetta,30.182125,67.000517,Armed Assault,14.0,7.0,Lashkar-e-Jhangvi,Private Citizens & Property,Unnamed Civilian/Unspecified,1,0,Firearms,Unknown Gun Type,The specific motive for the attack was to intimidate the Shia Muslim community.,"10/04/2011: On Tuesday morning at 0700, in the Akhtarabad area of Quetta, Balochistan, Pakistan, unidentified militants on two motorcycles and in a pickup truck lined up passengers on a bus and opened fire on them. Fourteen Shia Muslims were killed and seven other passengers were injured. The types of firearms used were sub-machine guns. Lashkar-e-Jhangvi (LeJ) claimed responsibility for the attack by unknown means.",,21.0,1
2011,10,29,Afghanistan,South Asia,Kabul,34.533056,69.166111,Bombing/Explosion,18.0,,Haqqani Network,Military,NATO,1,1,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),The suspected motive was to target foreigners providing training to Afghan police.,"10/29/2011: A van filled with explosives ran into a NATO bus and blew up, killing thirteen Americans, five of whom were ISAF troops, and four Afghan civilians.  The Taliban claimed responsibility; however, it is believed the Haqqani network is behind the attack.","The Taliban claimed responsibility, stating that the bomber was Abdul Rahman.  However, western investigators believe that the evidence points to a Haqqani Network attack.",,0
2011,11,3,Afghanistan,South Asia,Herat,34.341944,62.203056000000004,Hostage Taking (Barricade Incident),7.0,5.0,Haqqani Network,Business,Construction,1,1,Explosives/Bombs/Dynamite,Vehicle,"Specific motive is unknown; however, ESCO is contracted out by the International Security Assistance Force (ISAF)","11/3/2011: Five members of the Taliban attacked a contractor's compound near the airport in Herat city, Herat province, Afghanistan.   Two suicide bombers detonated explosive-laden vehicles at the entrance to the ESCO compound; the remaining three assailants entered the compound, kidnapping several employees and engaging in a firefight with security forces.  After several hours, all three attackers were killed and the hostages freed.  Two security guards were killed and five people were injured.  Specific motive is unknown; however, ESCO is a contractor for NATO's International Security Assistance Force (ISAF).","Sources provide different accounts for the number of dead and injured.  However, the most current and reputable source states there were 2 security guards killed and five people injured.",12.0,1
2011,11,3,Philippines,Southeast Asia,Cagwait,8.919162,126.30124099999999,Facility/Infrastructure Attack,0.0,0.0,Rebels,Private Citizens & Property,Vehicles/Transportation,1,0,Firearms,Unknown Gun Type,Unknown,"11/3/2011: Suspected rebels shot at a civilian vehicle in Cagwait town, Surigao del Norte province, Philippines.  The assailants shot at the tires and fuel tank of a truck belonging to Antonio Cubil; the truck lit on fire.  No group claimed responsibility for the incident and specific motive is unknown.",,0.0,0
2011,11,11,United States,North America,Washington,38.890370000000004,-77.031959,Armed Assault,0.0,0.0,Anti-Government extremists,Government (General),Government Building/Facility/Office,0,0,Firearms,Automatic Weapon,The perpetrator was motivated by anti-government sentiment.,"11/11/2011: Oscar Ramiro Ortega-Hernandez fired at least eight rounds of ammuntion from a semi-automatic assault rifle at The White House in Washington, DC, United States, striking the executive mansion about eight times and causing approximately $100,000 in damage. The President and the First Lady were both out of the area at the time of the incident. Ortega-Hernandez, who is not linked to any organizations, pleaded guilty to charges related to the incident and was sentenced to 25 years in prison in April 2014. The Federal Bureau of Investigation indicates that he was motivated by anti-government sentiment; sources also report that he suffered from paranoia.",,0.0,0
2011,12,2,Afghanistan,South Asia,Muhammad Agha,34.214698,69.098414,Bombing/Explosion,2.0,70.0,Haqqani Network,Military,NATO,1,1,Explosives/Bombs/Dynamite,Vehicle,"While the Taliban did not explicitly state the motive for the attack, the group has been targeting various security and civilian targets in the region.","12/2/2011: A driver detonated explosives carried in his truck outside of a NATO base in Mohammad Agha in Logar province, Afghanistan.  The bomb did damage to a number of buildings in the area, although it only damaged part of one wall of the base.  While no NATO troops were wounded, at least 70 local civilians were and one was killed.  The Taliban claimed responsibility for the attack via twitter.",Some reports have number of wounded as high as 84 people.,72.0,1
2011,12,6,Afghanistan,South Asia,Kabul,34.533056,69.166111,Bombing/Explosion,56.0,134.0,Lashkar-e-Jhangvi,Religious Figures/Institutions,,1,1,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),"The attack occurred outside of a Shiite shrine during one of the major holidays celebrated.  The group that has claimed responsibility (although those claims are unconfirmed), has been known to carry out similar attacks against Shiites in Pakistan.","12/6/2011: A suicide bomber detonated his explosive vest outside of the Abul Fazi shrine in Kabul, Kabul, Afghanistan.  The attack occurred during the Shiite holiday, Ashoura.  At least 55 were killed and at least 134 were wounded.  The Pakistani group Lashkar-e-Jhangvi claimed responsibility for the attack, but their actual involvement is unknown.  No material damage was reported.",The number of reported wounded ranges from 134-150.,190.0,1
2011,12,8,Pakistan,South Asia,Jamrud,34.00161,71.381807,Assassination,1.0,0.0,Abdullah Azzam Brigades,Government (General),"Government Personnel (excluding police, military)",1,0,Firearms,Unknown Gun Type,Afridi had been promoting tolerance working with local leaders against pro-Taliban forces,"12/8/2011: The head of the Human Rights Commission of Pakistan (HRCP), Zarteef Khan Afridi, was shot and killed in Jamrud, Khyber, Pakistan.  The Abdullah Azam Brigade claimed responsibility for the attack.  Afridi had been working with tribal leaders to promote tolerance and peace in the region.",The Abdullah Azam Brigades is a pro-Taliban group.,1.0,1
2011,12,21,Pakistan,South Asia,Jamrud,34.00161,71.381807,Bombing/Explosion,0.0,1.0,Abdullah Azzam Brigades,Private Citizens & Property,Laborer (General)/Occupation Identified,1,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,Unknown,"12/21/2011: A security guard was injured and three shops were damaged in a blast in the Ghundi area of Jamrud, Khyber, Pakistan.  The Abdullah Azzam Brigades claimed responsibility for the attacks.  No deaths were reported.",Some sources say that the stores were selling narcotics.  They may be pharmacies.,1.0,1
2012,1,25,Pakistan,South Asia,Quetta,30.209422999999997,67.01800899999999,Armed Assault,3.0,0.0,Lashkar-e-Jhangvi,Police,Police Security Forces/Officers,1,0,Firearms,Automatic Weapon,,"01/25/2012: Gunmen attacked a vehicle with automatic weapons on McConghey Road, Quetta city, Balochistan province, Pakistan. The vehicle contained three people, including Wilayat Hussain, who was a Federal Investigative Agency (FIA) inspector. All three passengers, who were also members of the Hazara community, died in the attack. No group claimed responsibility for the incident, but sources suspected Lashkar-e-Jhangvi.",Mohammad Anwar was another victim in the attack.,3.0,1
2012,2,24,Pakistan,South Asia,Kotwali,34.004298999999996,71.54483,Bombing/Explosion,6.0,6.0,Abdullah Azzam Brigades,Police,"Police Building (headquarters, station, school)",1,1,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),"Abdullah Azzam Brigades claimed responsibility and asserted that the attack was in revenge for a drone strike that killed  Al-Qa'ida leader Badr Munir on February 9, 2012.","02/24/2012: Three suicide bombers attacked a police station with grenades and assault weapons, then detonated their explosives in Kotwali area, Peshawar city, Khyber-Paktunkhwa province, Pakistan. Six people, including the bombers, were killed, six more were wounded, and the police station was damaged. Abdullah Azzam Brigades claimed responsibility, asserting that the attack was revenge for a drone strike which killed Al-Qa'ida leader Badr Munir. Abu Hafs Katibatul al-Ghurba al-Mujahideen also claimed responsibility.",,12.0,1
2012,2,28,China,East Asia,Yeching,37.882919,77.413795,Armed Assault,22.0,14.0,Uighur Separatists,Private Citizens & Property,Unnamed Civilian/Unspecified,1,0,Melee,Knife or Other Sharp Object,"The specific motive is unknown; however, the Uighur minority has long complained about being politically and religiously oppressed by the government. Most of the victims were from the dominant Han population, which Uighurs allege are favored by Chinese policy.","02/28/2012: Assailants attacked civilians with knives and hatchets at a market outside Yeching town, Xinjiang province, China. Twenty-two people, including seven assailants, were killed, while 14 other people were injured in the assault. Uighur separatists claimed responsibility for the incident. The Uighur minority had previously complained about state discrimination and policies that put them at an economic disadvantage. Most of the victims were part of the Han majority.","The leader of the assailants, Abudukeremu Mamuti, had in the previous year began preaching Muslim extremism while recruiting people to form a group.",36.0,1
2012,4,9,Pakistan,South Asia,Quetta,30.209304,67.018137,Armed Assault,6.0,3.0,Lashkar-e-Jhangvi,Private Citizens & Property,Unnamed Civilian/Unspecified,1,0,Firearms,Automatic Weapon,"The specific motive is unknown; however, sources speculated that the victims, who were Hazara Shiite, may have been targeted as part of a larger trend of sectarian violence between Pakistan's majority Sunni and minority Shiite communities.","04/09/2012: Four assailants opened fire on Shiite Muslims at a shoe store in Quetta city, Balochistan province, Pakistan. Six civilians were killed and three others injured in the attack. Lashkar-e-Jhangvi claimed responsibility for the attack.","Casualty numbers for this attack conflict across sources. Following GTD protocol, the most recent estimate is used.",9.0,1
2012,4,14,Pakistan,South Asia,Quetta,30.209304,67.018137,Armed Assault,6.0,0.0,Lashkar-e-Jhangvi,Private Citizens & Property,Religion Identified,1,0,Firearms,Unknown Gun Type,"The specific motive is unknown; however, sources speculated that the attack may be part of a pattern of targeted killings against members of the Shiite Hazara community.","04/14/2012: Assailants opened fire on Shiite Muslims in a car on Brewery Road in Quetta city, Balochistan province, Pakistan. Six people were killed in the attack. This was part of a string of attacks on members of the Hazara community, three of which occurred in Quetta on this day. Lashkar-e-Jhangvi claimed responsibility for most of the incidents.","Casualty numbers for this attack conflict across sources. Following GTD protocol, the most recent estimate is used. This was one of a series of attacks in Quetta targeting members of the Hazara community. Lashkar-e-Jhangvi claimed responsibility for most, but not all, of the attacks.",6.0,1
2012,4,14,Pakistan,South Asia,Quetta,30.209304,67.018137,Armed Assault,1.0,1.0,Lashkar-e-Jhangvi,Private Citizens & Property,Religion Identified,1,0,Firearms,Unknown Gun Type,"The specific motive is unknown; however, a source speculated that the attack may be part of a pattern of targeted killings against members of the Shiite Hazara community.","04/14/2012: Assailants opened fire on civilians on Sabzal road in Quetta city, Balochistan province, Pakistan. One person was killed and one injured in the attack. This was part of a string of attacks on members of the Hazara community, three of which occurred in Quetta on this day. Lashkar-e-Jhangvi claimed responsibility for most of the incidents.","This was one of a series of attacks in Quetta targeting members of the Hazara community. Lashkar-e-Jhangvi claimed responsibility for most, but not all, of the attacks.",2.0,1
2012,4,14,Pakistan,South Asia,Quetta,30.209304,67.018137,Armed Assault,1.0,0.0,Lashkar-e-Jhangvi,Police,Police Security Forces/Officers,1,0,Firearms,Unknown Gun Type,"The specific motive is unknown; however, a source speculated that the attack may be part of a pattern of targeted killings against members of the Shiite Hazara community.","04/14/2012: Assailants shot and killed a police officer in Quetta city, Balochistan province, Pakistan. This was part of a string of attacks on members of the Hazara community, three of which occurred in Quetta on this day. Lashkar-e-Jhangvi claimed responsibility for most of the incidents.","This was one of a series of attacks in Quetta targeting members of the Hazara community. Lashkar-e-Jhangvi claimed responsibility for most, but not all, of the attacks.",1.0,1
2012,4,15,Afghanistan,South Asia,Kabul,34.528455,69.17170300000001,Armed Assault,3.0,4.0,Haqqani Network,Government (General),Government Building/Facility/Office,1,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)","The Haqqani Network clamed responsibility for the incident and stated that the attack was part of a larger pattern of violence designed to mark the start of the group's spring offensive.  Mujahid claimed that the 18-hour offensive was in revenge for actions by American military forces, including the murder of 17 civilians by a United States (US) soldier and the burning of Korans at a military base.  The spokesperson also claimed the attacks were designed to be a message in direct response to foreign commanders who claimed that the group had lost momentum.","04/15/2012: Assailants attacked the Afghan Parliament building with explosives and guns in Kabul city, Kabul province, Afghanistan. This was one of 21 coordinated attacks in Afghanistan on this day, across which 51 people, including 36 perpetrators, were killed and 74 others wounded. The Haqqani Network claimed responsibility for all of the attacks.","Casualty numbers represent a division of the total number of those killed across incidents 201204150009, 201204150011, 201204150013, 201204150014, 201204150015, 201204150016, 201204150017, 201204150019, 201204150020, 201204150021, 201204150022, 201204150023, 201204150029, 201204150030, 201204150031, 201204150032, 201204150033, 201204150034, 201204150035, 201204150047, 201204150048, and 201204160018.",7.0,1
2012,4,15,Afghanistan,South Asia,Kabul,34.536116,69.183869,Bombing/Explosion,3.0,4.0,Haqqani Network,Government (Diplomatic),Embassy/Consulate,1,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)","The Haqqani Network clamed responsibility for the incident and stated that the attack was part of a larger pattern of violence designed to mark the start of the group's spring offensive.  Mujahid claimed that the 18-hour offensive was in revenge for actions by American military forces, including the murder of 17 civilians by a United States (US) soldier and the burning of Korans at a military base.  The spokesperson also claimed the attacks were designed to be a message in direct response to foreign commanders who claimed that the group had lost momentum.","04/15/2012: Assailants launched rockets at the British embassy compound in Wazir Akbar Khan neighborhood, Kabul province, Afghanistan. This was one of 21 coordinated attacks in Afghanistan on this day, across which 51 people, including 36 assailants, were killed and 74 others wounded. The Haqqani Network claimed responsibility for all of the incidents.","Casualty numbers represent a division of the total number of those killed across incidents 201204150009, 201204150011, 201204150013, 201204150014, 201204150015, 201204150016, 201204150017, 201204150019, 201204150020, 201204150021, 201204150022, 201204150023, 201204150029, 201204150030, 201204150031, 201204150032, 201204150033, 201204150034, 201204150035, 201204150047, 201204150048, and 201204160018.",7.0,1
2012,4,15,Afghanistan,South Asia,Kabul,34.536116,69.183869,Bombing/Explosion,3.0,4.0,Haqqani Network,Government (Diplomatic),Embassy/Consulate,1,1,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),"The Haqqani Network clamed responsibility for the incident and stated that the attack was part of a larger pattern of violence designed to mark the start of the group's spring offensive.  Mujahid claimed that the 18-hour offensive was in revenge for actions by American military forces, including the murder of 17 civilians by a United States (US) soldier and the burning of Korans at a military base.  The spokesperson also claimed the attacks were designed to be a message in direct response to foreign commanders who claimed that the group had lost momentum.","04/15/2012: Assailants attacked the United States (US) embassy in Wazir Akbar Khan neighborhood, Kabul province, Afghanistan. This was one of 21 coordinated attacks in Afghanistan on this day, across which 51 people, including 36 assailants, were killed and 74 others were wounded. The Haqqani Network claimed responsibility for all of the incidents.","Casualty numbers represent a division of the total number of those killed across incidents 201204150009, 201204150011, 201204150013, 201204150014, 201204150015, 201204150016, 201204150017, 201204150019, 201204150020, 201204150021, 201204150022, 201204150023, 201204150029, 201204150030, 201204150031, 201204150032, 201204150033, 201204150034, 201204150035, 201204150047, 201204150048, and 201204160018.",7.0,1
2012,4,15,Afghanistan,South Asia,Kabul,34.536116,69.183869,Bombing/Explosion,3.0,4.0,Haqqani Network,Government (Diplomatic),Embassy/Consulate,1,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)","The Haqqani Network clamed responsibility for the incident and stated that the attack was part of a larger pattern of violence designed to mark the start of the group's spring offensive.  Mujahid claimed that the 18-hour offensive was in revenge for actions by American military forces, including the murder of 17 civilians by a United States (US) soldier and the burning of Korans at a military base.  The spokesperson also claimed the attacks were designed to be a message in direct response to foreign commanders who claimed that the group had lost momentum.","04/15/2012: Assailants launched rockets at the German embassy in Wazir Akbar Khan neighborhod, Kabul province, Afghanistan. This was one of 21 coordinated attacks in Afghanistan on this day, across which 51 people, including 36 assailants, were killed and 74 others wounded. The Haqqani Network claimed responsibility for all of the incidents.","Casualty numbers represent a division of the total number of those killed across incidents 201204150009, 201204150011, 201204150013, 201204150014, 201204150015, 201204150016, 201204150017, 201204150019, 201204150020, 201204150021, 201204150022, 201204150023, 201204150029, 201204150030, 201204150031, 201204150032, 201204150033, 201204150034, 201204150035, 201204150047, 201204150048, and 201204160018.",7.0,1
2012,4,15,Afghanistan,South Asia,Kabul,34.528455,69.17170300000001,Bombing/Explosion,3.0,4.0,Haqqani Network,Business,Hotel/Resort,1,0,Explosives/Bombs/Dynamite,Unknown Explosive Type,"The Haqqani Network clamed responsibility for the incident and stated that the attack was part of a larger pattern of violence designed to mark the start of the group's spring offensive.  Mujahid claimed that the 18-hour offensive was in revenge for actions by American military forces, including the murder of 17 civilians by a United States (US) soldier and the burning of Korans at a military base.  The spokesperson also claimed the attacks were designed to be a message in direct response to foreign commanders who claimed that the group had lost momentum.","04/15/2012: Assailants attacked the Star Hotel in Kabul city, Kabul province, Afghanistan. This was one of 21 coordinated attacks in Afghanistan on this day, across which 51 people, including 36 assailants, were killed and 74 others wounded. The Haqqani Network claimed responsibility for all of the incidents.","Casualty numbers represent a division of the total number of those killed across incidents 201204150009, 201204150011, 201204150013, 201204150014, 201204150015, 201204150016, 201204150017, 201204150019, 201204150020, 201204150021, 201204150022, 201204150023, 201204150029, 201204150030, 201204150031, 201204150032, 201204150033, 201204150034, 201204150035, 201204150047, 201204150048, and 201204160018.",7.0,1
2012,4,15,Afghanistan,South Asia,Jalalabad,34.434166999999995,70.447778,Bombing/Explosion,3.0,4.0,Haqqani Network,Airports & Aircraft,Airport,1,1,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),"The Haqqani Network clamed responsibility for the incident and stated that the attack was part of a larger pattern of violence designed to mark the start of the group's spring offensive.  Mujahid claimed that the 18-hour offensive was in revenge for actions by American military forces, including the murder of 17 civilians by a United States (US) soldier and the burning of Korans at a military base.  The spokesperson also claimed the attacks were designed to be a message in direct response to foreign commanders who claimed that the group had lost momentum.","04/15/2012: Suicide bombers detonated at the Jalalabad airport near Jalalabad city, Nangarhar province, Afghanistan. A firefight then ensued between the assailants an North Atlantic Treaty Organization (NATO) forces. This was one of 21 coordinated attacks in Afghanistan on this day, across which 51 people, including 36 assailants, were killed and 74 others wounded. The Haqqani Network claimed responsibility for all of the incidents.","Casualty numbers represent a division of the total number of those killed across incidents 201204150009, 201204150011, 201204150013, 201204150014, 201204150015, 201204150016, 201204150017, 201204150019, 201204150020, 201204150021, 201204150022, 201204150023, 201204150029, 201204150030, 201204150031, 201204150032, 201204150033, 201204150034, 201204150035, 201204150047, 201204150048, and 201204160018.",7.0,1
2012,4,15,Afghanistan,South Asia,Kabul,34.536116,69.183869,Bombing/Explosion,3.0,4.0,Haqqani Network,Government (Diplomatic),Embassy/Consulate,1,0,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)","The Haqqani Network clamed responsibility for the incident and stated that the attack was part of a larger pattern of violence designed to mark the start of the group's spring offensive.  Mujahid claimed that the 18-hour offensive was in revenge for actions by American military forces, including the murder of 17 civilians by a United States (US) soldier and the burning of Korans at a military base.  The spokesperson also claimed the attacks were designed to be a message in direct response to foreign commanders who claimed that the group had lost momentum.","04/15/2012: Assailants launched rockets at the Japanese embassy in Wazir Akbar Khan neighborhood, Kabul province, Afghanistan. This was one of 21 coordinated attacks in Afghanistan on this day, across which 51 people, including 36 assailants, were killed and 74 others wounded. The Haqqani Network claimed responsibility for all of the incidents.","Casualty numbers represent a division of the total number of those killed across incidents 201204150009, 201204150011, 201204150013, 201204150014, 201204150015, 201204150016, 201204150017, 201204150019, 201204150020, 201204150021, 201204150022, 201204150023, 201204150029, 201204150030, 201204150031, 201204150032, 201204150033, 201204150034, 201204150035, 201204150047, 201204150048, and 201204160018.",7.0,1
2012,4,15,Afghanistan,South Asia,Gardez,33.59811,69.22429699999999,Bombing/Explosion,2.0,4.0,Haqqani Network,Police,"Police Building (headquarters, station, school)",1,1,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),"The Haqqani Network clamed responsibility for the incident and stated that the attack was part of a larger pattern of violence designed to mark the start of the group's spring offensive.  Mujahid claimed that the 18-hour offensive was in revenge for actions by American military forces, including the murder of 17 civilians by a United States (US) soldier and the burning of Korans at a military base.  The spokesperson also claimed the attacks were designed to be a message in direct response to foreign commanders who claimed that the group had lost momentum.","04/15/2012: Assailants attacked a police training center in Gardez city, Paktia province, Afghanistan. This was one of 21 coordinated attacks in Afghanistan on this day, across which 51 people, including 36 assailants, were killed and 74 others wounded. The Haqqani Network claimed responsibility for all of the incidents.","Casualty numbers represent a division of the total number of those killed across incidents 201204150009, 201204150011, 201204150013, 201204150014, 201204150015, 201204150016, 201204150017, 201204150019, 201204150020, 201204150021, 201204150022, 201204150023, 201204150029, 201204150030, 201204150031, 201204150032, 201204150033, 201204150034, 201204150035, 201204150047, 201204150048, and 201204160018.",6.0,1
2012,4,15,Afghanistan,South Asia,Puli Alam,34.002056,69.03145400000001,Unknown,2.0,3.0,Haqqani Network,Government (General),Government Building/Facility/Office,1,0,Unknown,,"The Haqqani Network clamed responsibility for the incident and stated that the attack was part of a larger pattern of violence designed to mark the start of the group's spring offensive.  Mujahid claimed that the 18-hour offensive was in revenge for actions by American military forces, including the murder of 17 civilians by a United States (US) soldier and the burning of Korans at a military base.  The spokesperson also claimed the attacks were designed to be a message in direct response to foreign commanders who claimed that the group had lost momentum.","04/15/2012: Assailants attacked the provincial governor's office in Pol-e Alam city, Logar province, Afghanistan. This was one of 21 coordinated attacks in Afghanistan on this day, across which 51 people, including 36 assailants, were killed and 74 others wounded. The Haqqani Network claimed responsibility for all of the incidents.","Casualty numbers represent a division of the total number of those killed across incidents 201204150009, 201204150011, 201204150013, 201204150014, 201204150015, 201204150016, 201204150017, 201204150019, 201204150020, 201204150021, 201204150022, 201204150023, 201204150029, 201204150030, 201204150031, 201204150032, 201204150033, 201204150034, 201204150035, 201204150047, 201204150048, and 201204160018.",5.0,1
2012,4,15,Afghanistan,South Asia,Puli Alam,34.002056,69.03145400000001,Armed Assault,2.0,3.0,Haqqani Network,Police,"Police Building (headquarters, station, school)",1,0,Firearms,Unknown Gun Type,"The Haqqani Network clamed responsibility for the incident and stated that the attack was part of a larger pattern of violence designed to mark the start of the group's spring offensive.  Mujahid claimed that the 18-hour offensive was in revenge for actions by American military forces, including the murder of 17 civilians by a United States (US) soldier and the burning of Korans at a military base.  The spokesperson also claimed the attacks were designed to be a message in direct response to foreign commanders who claimed that the group had lost momentum.","04/15/2012: Assailants attacked the police headquarters in Pol-e Alam city, Logar province, Afghanistan. This was one of 21 coordinated attacks in Afghanistan on this day, across which 51 people, including 36 assailants, were killed and 74 others wounded. The Haqqani Network claimed responsibility for all of the incidents.","Casualty numbers represent a division of the total number of those killed across incidents 201204150009, 201204150011, 201204150013, 201204150014, 201204150015, 201204150016, 201204150017, 201204150019, 201204150020, 201204150021, 201204150022, 201204150023, 201204150029, 201204150030, 201204150031, 201204150032, 201204150033, 201204150034, 201204150035, 201204150047, 201204150048, and 201204160018.",5.0,1
2012,4,15,Afghanistan,South Asia,Puli Alam,34.002056,69.03145400000001,Bombing/Explosion,2.0,3.0,Haqqani Network,Military,NATO,1,1,Explosives/Bombs/Dynamite,Suicide (carried bodily by human being),"The Haqqani Network clamed responsibility for the incident and stated that the attack was part of a larger pattern of violence designed to mark the start of the group's spring offensive.  Mujahid claimed that the 18-hour offensive was in revenge for actions by American military forces, including the murder of 17 civilians by a United States (US) soldier and the burning of Korans at a military base.  The spokesperson also claimed the attacks were designed to be a message in direct response to foreign commanders who claimed that the group had lost momentum.","04/15/2012: Assailants attacked a North Atlantic Treaty Organization (NATO) base in Pol-e Alam city, Logar province, Afghanistan. This was one of 21 coordinated attacks in Afghanistan on this day, across which 51 people, including 36 assailants, were killed and 74 others wounded. The Haqqani Network claimed responsibility for all of the incidents.","Casualty numbers represent a division of the total number of those killed across incidents 201204150009, 201204150011, 201204150013, 201204150014, 201204150015, 201204150016, 201204150017, 201204150019, 201204150020, 201204150021, 201204150022, 201204150023, 201204150029, 201204150030, 201204150031, 201204150032, 201204150033, 201204150034, 201204150035, 201204150047, 201204150048, and 201204160018.",5.0,1
2012,4,15,Afghanistan,South Asia,Kabul,34.528455,69.17170300000001,Armed Assault,2.0,3.0,Haqqani Network,Government (Diplomatic),Embassy/Consulate,1,0,Firearms,Unknown Gun Type,"The Haqqani Network clamed responsibility for the incident and stated that the attack was part of a larger pattern of violence designed to mark the start of the group's spring offensive.  Mujahid claimed that the 18-hour offensive was in revenge for actions by American military forces, including the murder of 17 civilians by a United States (US) soldier and the burning of Korans at a military base.  The spokesperson also claimed the attacks were designed to be a message in direct response to foreign commanders who claimed that the group had lost momentum.","04/15/2012: Assailants attacked the Iranian embassy in Kabul city, Kabul province, Afghanistan. This was one of 21 coordinated attacks in Afghanistan on this day, across which 51 people, including 36 assailants, were killed and 74 others wounded. The Haqqani Network claimed responsibility for all of the incidents.","Casualty numbers represent a division of the total number of those killed across incidents 201204150009, 201204150011, 201204150013, 201204150014, 201204150015, 201204150016, 201204150017, 201204150019, 201204150020, 201204150021, 201204150022, 201204150023, 201204150029, 201204150030, 201204150031, 201204150032, 201204150033, 201204150034, 201204150035, 201204150047, 201204150048, and 201204160018.",5.0,1
